Country,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Botswana,55.406666666666666,460.93333333333334,2.0,4.67,356.55143559699997,86.8,253.73333333333332,31.866666666666667,3.2,96.2,5.510666666666666,95.86666666666666,17.48,4362.6610599333335,1119512.0666666667,7.506666666666666,7.926666666666667,0.6258666666666667,12.106666666666666
Brazil,73.27333333333333,151.26666666666668,70.0,7.213333333333334,416.7419681833333,96.2,87.46666666666667,46.46,79.26666666666667,98.33333333333333,8.019333333333334,98.06666666666666,0.1,5968.888433066666,93830194.8,3.0733333333333333,3.04,0.7072666666666667,14.093333333333334
Bulgaria,72.74,124.73333333333333,1.0,10.865333333333332,374.128217628,94.66666666666667,1632.3333333333333,53.75333333333333,1.0,94.46666666666667,7.236000000000001,94.2,0.1,4802.015452133333,5165119.466666667,2.146666666666667,2.18,0.7521333333333333,13.639999999999999
Burkina Faso,57.233333333333334,224.0,43.0,4.091111111111111,75.472462839,80.0,7344.555555555556,16.644444444444446,74.22222222222223,64.11111111111111,6.214444444444444,81.11111111111111,1.1444444444444446,523.4402757666667,7680183.333333333,8.066666666666666,8.61111111111111,0.364,6.255555555555556
Burundi,56.027272727272724,257.45454545454544,23.0,3.3663636363636367,18.986075050363638,93.27272727272727,180.0,15.790909090909093,34.54545454545455,90.9090909090909,7.818181818181818,93.27272727272727,2.536363636363636,151.48543103636365,3842748.4545454546,7.818181818181818,7.827272727272727,0.34181818181818185,8.272727272727273
Cabo Verde,72.62307692307692,110.61538461538461,0.0,3.416923076923077,211.1392186116154,79.46153846153847,0.0,24.23846153846154,0.0,89.0,4.717692307692308,88.6923076923077,0.5153846153846154,2070.3288263076925,281645.8461538461,7.892307692307692,7.861538461538462,0.6086153846153846,12.261538461538462
Cambodia,66.43333333333334,154.77777777777777,13.88888888888889,1.4255555555555555,39.51294558011111,78.55555555555556,1273.888888888889,16.48888888888889,16.22222222222222,76.44444444444444,5.5088888888888885,78.77777777777777,0.5333333333333333,527.3456185222223,6493229.555555556,10.100000000000001,11.3,0.5222222222222223,10.566666666666666
Cameroon,54.86,305.5,53.2,3.9850000000000003,53.6417383846,76.1,459.1,25.78,82.6,74.9,4.705,69.0,5.7299999999999995,897.4261000399999,8580129.9,6.24,6.279999999999999,0.4777,9.34
Canada,82.23333333333333,66.75,2.0,8.158333333333333,5313.068580983333,26.666666666666668,135.91666666666666,54.26666666666667,2.0,84.16666666666667,6.553333333333334,91.66666666666667,0.10000000000000002,29568.930781666666,14844926.833333334,0.5,0.43333333333333335,0.8960833333333333,15.850000000000001
Central African Republic,51.416666666666664,444.8333333333333,16.166666666666668,0.82,42.60445889733334,41.833333333333336,273.1666666666667,14.933333333333332,23.5,42.5,3.8083333333333336,41.833333333333336,5.733333333333333,431.96174046666664,3072260.3333333335,8.75,8.700000000000001,0.3565,6.8500000000000005
Chad,52.285714285714285,322.14285714285717,46.0,0.4642857142857143,44.437289380142865,27.571428571428573,1527.5714285714287,17.5,79.14285714285714,31.857142857142858,3.198571428571429,27.857142857142858,3.814285714285714,712.2338980571429,7677454.571428572,9.214285714285714,9.1,0.367,6.8
Chile,79.94444444444444,78.33333333333333,2.0,7.334444444444445,1039.2625075444444,75.0,0.7777777777777778,54.577777777777776,2.0,75.11111111111111,7.035555555555556,84.44444444444444,0.1,6998.758676333334,15251788.888888888,0.8333333333333334,0.8555555555555556,0.8162222222222222,15.344444444444443
China,74.14,73.0,304.06666666666666,4.1819999999999995,78.48934708873334,79.2,67424.4,21.066666666666666,361.1333333333333,93.33333333333333,4.918,92.93333333333334,0.1,2443.7092390000003,334124.73333333334,4.706666666666666,4.1,0.6553333333333333,11.3
Colombia,73.18666666666667,123.0,14.133333333333333,4.419333333333333,551.0828578293333,78.2,10.066666666666666,48.986666666666665,16.666666666666668,83.8,6.34,78.4,0.1,3500.1364277999996,30670015.0,2.3133333333333335,2.086666666666667,0.6790666666666667,12.139999999999999
Comoros,61.94166666666666,234.41666666666666,1.8333333333333333,0.1475,56.62812086166667,75.25,83.5,17.916666666666668,2.0,73.41666666666667,5.2225,73.08333333333333,0.2833333333333334,679.4540850249999,505838.5833333333,7.191666666666666,7.058333333333334,0.3913333333333333,10.225
Costa Rica,78.52666666666667,67.66666666666667,1.0,3.9246666666666665,1037.1830932046666,78.46666666666667,0.2,49.406666666666666,1.0,68.46666666666667,8.620000000000001,78.93333333333334,0.1,4144.618256666667,2430729.2666666666,1.98,1.9200000000000002,0.7344,12.746666666666666
Croatia,76.7875,60.875,0.0,12.1425,1795.0949734,96.5,9.25,47.4375,0.0,96.0,7.85,96.0,0.1,12471.35417375,2312363.875,1.6125,1.575,0.807375,14.5125
Cyprus,79.32,54.266666666666666,0.0,10.260666666666667,994.84521588,92.33333333333333,2.066666666666667,56.28666666666666,0.0,98.06666666666666,6.760000000000001,98.06666666666666,0.1,14667.137021333332,408493.6666666667,0.9,1.0,0.8316666666666667,13.466666666666667
Djibouti,62.725,272.0,1.0,0.46125,131.1433668025,77.25,126.0,29.150000000000002,1.875,85.25,7.725,85.25,2.7375,927.4636973749999,665335.0,5.6499999999999995,5.5375,0.44525000000000003,5.6375
Dominican Republic,72.24,142.93333333333334,6.466666666666667,6.030666666666666,384.7242636126667,64.06666666666666,24.533333333333335,47.42666666666666,7.866666666666666,74.86666666666666,4.681333333333333,83.06666666666666,1.4933333333333332,3312.2343555333337,4643325.933333334,3.4799999999999995,3.3866666666666663,0.6828000000000001,12.713333333333333
Ecuador,74.62666666666668,133.06666666666666,7.466666666666667,3.8073333333333332,116.69978791066666,78.06666666666666,22.133333333333333,42.586666666666666,8.866666666666667,78.4,5.88,89.93333333333334,0.2,2097.3344831333334,8215007.0,1.3933333333333333,1.28,0.6961999999999999,12.946666666666665
El Salvador,71.62666666666668,153.53333333333333,2.6,2.6926666666666668,364.340434464,85.73333333333333,0.13333333333333333,44.60666666666667,2.933333333333333,81.6,7.1033333333333335,86.93333333333334,0.29333333333333333,2410.5490891333334,2705383.066666667,1.82,1.74,0.6486000000000001,12.620000000000001
Equatorial Guinea,57.9,32.0,3.0,0.01,13.40477417,2.0,13.0,24.0,4.0,24.0,3.8,2.0,4.4,192.59733,1129424.0,8.5,8.4,0.582,9.2
Eritrea,61.089999999999996,294.4,6.5,0.765,9.664755020600001,83.3,124.3,14.6,9.2,85.7,3.4230000000000005,77.2,1.3599999999999999,286.94081138,2102662.7,9.290000000000001,9.27,0.2427,5.0600000000000005
Estonia,74.76363636363637,158.45454545454547,0.0,10.18909090909091,1228.9721042818182,86.45454545454545,3.909090909090909,57.2,0.0,94.45454545454545,5.947272727272727,94.36363636363636,0.1,10855.738850454545,872838.6363636364,1.9909090909090907,2.0545454545454547,0.8341818181818182,16.19090909090909
Ethiopia,62.7375,228.0,160.625,1.21625,55.425267543625,62.5,4495.25,15.8375,240.0,44.25,5.32875,57.625,1.625,342.07442535,56891499.75,6.4125,2.775,0.403625,8.0375
Fiji,68.63333333333334,120.8,0.0,1.4626666666666666,148.43396010339998,98.86666666666666,53.333333333333336,49.75333333333334,0.0,97.0,3.8973333333333335,91.2,0.1,2815.9937821333338,634075.5333333333,4.1,3.8,0.7001333333333333,14.106666666666666
France,82.20666666666666,72.8,3.0,12.404666666666666,4001.607012409333,48.93333333333333,2828.6,51.28,3.466666666666667,98.26666666666667,6.556,98.06666666666666,0.1,25794.803399333334,28976350.8,0.6199999999999999,0.6,0.869,15.873333333333333
Gabon,63.0,229.6,2.0,7.706,295.697580522,62.6,25.3,30.57,3.0,61.7,3.1550000000000002,63.9,7.290000000000001,5639.6252448,1183626.1,6.62,6.49,0.6592,12.459999999999999
Georgia,73.44666666666667,114.0,1.2,5.623333333333333,106.16076161953333,76.13333333333334,1355.8,47.18,1.2666666666666666,80.53333333333333,7.3306666666666676,82.8,0.1,2051.1896525666666,8351.133333333333,2.753333333333333,2.9,0.6719333333333334,12.593333333333334
Germany,81.18666666666667,71.46666666666667,2.533333333333333,11.628666666666668,4160.94961162,76.73333333333333,1432.7333333333333,51.306666666666665,3.2666666666666666,94.86666666666666,4.073333333333333,89.53333333333333,0.1,23215.140268000003,35895396.53333333,1.12,1.1066666666666667,0.8925333333333333,16.566666666666666
Ghana,61.29230769230769,196.53846153846155,40.23076923076923,1.2261538461538461,91.52090853446154,65.92307692307692,1396.076923076923,22.876923076923074,59.69230769230769,77.38461538461539,4.49,71.3076923076923,2.2153846153846155,880.9331944846155,10468674.923076924,7.538461538461538,7.453846153846154,0.5287692307692308,9.623076923076923
Greece,81.23333333333333,73.73333333333333,0.2,8.803333333333335,1876.5299418066668,88.46666666666667,26.466666666666665,58.16,0.4666666666666667,90.93333333333334,9.038666666666668,96.46666666666667,0.1,17538.665600666667,1641363.4666666666,0.8133333333333334,0.7333333333333333,0.8408,15.853333333333332
Guatemala,73.14,141.5,12.1,2.161,431.76554622699996,88.4,0.0,46.88,14.8,79.4,6.654000000000001,88.4,0.4,2690.7946907,5144815.1,1.28,1.28,0.5952,10.33
Guinea,57.7125,194.625,28.625,0.12875,22.249982544125,59.25,80.75,16.5125,44.0,50.5,4.5825,53.625,1.825,311.2688578625,3288246.25,8.1375,8.1,0.38625,8.2375
Guinea-Bissau,57.36666666666667,285.0,4.0,1.5599999999999998,33.350148737666665,73.0,4.5,24.03333333333333,6.5,84.33333333333333,6.109999999999999,73.0,5.133333333333334,425.47065545000004,1385761.3333333333,7.766666666666667,7.6000000000000005,0.41100000000000003,9.033333333333333
Guyana,65.61428571428571,200.14285714285714,0.5714285714285714,7.461428571428571,213.39181988764287,87.71428571428571,0.0,35.69285714285714,1.0,88.07142857142857,6.100714285714285,87.71428571428571,1.1142857142857143,1675.6289787142855,504796.5,5.678571428571429,5.457142857142857,0.6197857142857143,10.814285714285715
Haiti,62.900000000000006,249.0,14.0,2.8449999999999998,5.04648088,58.0,0.0,48.25,19.0,61.0,7.83,58.0,0.5,82.19024235,1502121.0,3.9,3.9,0.485,9.1
Honduras,72.88666666666667,141.66666666666666,4.733333333333333,3.0420000000000003,204.92334427066666,94.93333333333334,0.0,38.99333333333333,5.8,95.26666666666667,8.147333333333332,95.53333333333333,0.8533333333333334,1361.4967173333332,2961423.7333333334,2.42,2.353333333333333,0.5879333333333333,10.866666666666667
India,66.0,116.63636363636364,1268.8181818181818,2.2645454545454546,41.483586303181816,30.272727272727273,43188.545454545456,15.454545454545455,1681.8181818181818,72.54545454545455,4.356363636363636,68.0909090909091,0.24545454545454548,900.0099097000001,594387175.4545455,27.0,27.818181818181817,0.5627272727272726,10.409090909090908
Indonesia,67.45333333333333,165.93333333333334,153.66666666666666,0.06866666666666667,89.35286996466667,73.26666666666667,16321.333333333334,19.459999999999997,190.0,65.8,2.6633333333333336,72.0,0.19333333333333333,1557.98011128,107114802.53333333,3.5533333333333332,4.126666666666667,0.6384666666666666,11.526666666666667
Iraq,70.39090909090909,135.72727272727272,31.545454545454547,0.13,175.51082109545453,65.54545454545455,4456.636363636364,55.17272727272727,38.36363636363637,53.36363636363637,4.442727272727272,68.72727272727273,0.1,3412.4019224545455,14787801.545454545,5.3545454545454545,5.118181818181818,0.6406363636363637,10.236363636363636
Ireland,83.44,55.4,0.0,11.266,3792.5608153000003,85.2,183.8,49.7,0.0,95.2,8.222,95.2,0.1,32225.113913999998,3767073.0,0.3,0.2,0.9046,18.48
Israel,81.22,59.6,1.0,2.497333333333333,1565.3715487166667,97.53333333333333,142.86666666666667,54.32666666666667,1.0,94.2,7.478666666666667,88.6,0.1,17735.88291466667,29161.666666666668,1.1400000000000001,1.1,0.8715333333333334,15.693333333333333
Italy,82.15333333333334,54.06666666666667,2.066666666666667,8.266666666666667,3132.9468311793335,95.66666666666667,2081.5333333333333,55.65333333333333,2.3333333333333335,96.33333333333333,8.777333333333333,94.86666666666666,0.1,22627.15802533333,29441802.733333334,0.5066666666666666,0.52,0.8565333333333333,15.906666666666666
Jamaica,74.51666666666667,135.5,1.0,3.6041666666666665,145.98425006616665,82.5,0.25,45.416666666666664,1.0,87.5,5.095833333333333,87.25,1.05,2321.5420979166665,1292749.25,1.8583333333333334,1.7166666666666668,0.7144166666666667,12.466666666666667
Jordan,72.91333333333334,114.46666666666667,4.0,0.5173333333333333,291.8395031666667,96.86666666666666,28.266666666666666,52.16,4.0,97.0,8.781333333333333,96.86666666666666,0.1,1911.0057373333334,5160351.933333334,3.88,3.86,0.7282,13.246666666666666
Kazakhstan,66.41333333333334,234.33333333333334,7.333333333333333,6.641333333333334,216.566302464,97.26666666666667,1295.0,44.626666666666665,8.266666666666667,97.46666666666667,4.019333333333333,96.33333333333333,0.1,4299.293662,7726975.533333333,2.44,2.546666666666667,0.7418666666666667,13.96
Kenya,57.88461538461539,343.53846153846155,65.07692307692308,1.606923076923077,75.53524162107692,73.46153846153847,761.6153846153846,15.223076923076924,97.07692307692308,73.46153846153847,4.671538461538462,73.0,7.876923076923077,771.7379670538461,14348106.0,8.338461538461539,8.223076923076924,0.5006923076923078,10.123076923076923
Kiribati,65.07333333333334,124.86666666666666,0.0,0.4406666666666667,82.26784356799999,74.73333333333333,0.0,68.88666666666667,0.0,79.73333333333333,5.728,74.73333333333333,0.1,1158.6796691666668,37564.8,0.16000000000000003,0.14,0.3489333333333333,11.68
Latvia,73.67333333333333,162.4,0.0,8.864,565.9788712573334,88.6,3.533333333333333,50.64666666666667,0.0,95.06666666666666,6.331333333333333,95.0,0.1,7570.840999066667,1121031.7333333334,2.42,2.453333333333333,0.7901333333333334,15.54
Lebanon,74.15333333333334,63.13333333333333,1.0,1.7853333333333334,355.25114147420004,69.8,312.26666666666665,54.620000000000005,1.0,71.0,6.6706666666666665,69.8,0.1,4952.8296808000005,2264946.2,4.760000000000001,4.706666666666666,0.45013333333333333,13.773333333333333
Lesotho,48.60833333333333,547.1666666666666,4.416666666666667,1.8658333333333335,103.49416651175,71.58333333333333,282.5,24.583333333333332,6.166666666666667,69.5,7.729166666666667,77.75,22.058333333333334,964.8338594500001,1090569.1666666667,7.108333333333333,6.958333333333333,0.4566666666666667,10.791666666666666
Liberia,60.81428571428571,277.7142857142857,9.142857142857142,2.1457142857142855,42.21493224071428,48.714285714285715,366.14285714285717,25.042857142857144,12.285714285714286,63.285714285714285,8.737142857142857,47.0,1.5714285714285714,328.76424557142855,2911057.714285714,7.2,7.042857142857143,0.40914285714285714,9.700000000000001
Lithuania,72.75333333333333,114.06666666666666,0.0,12.632666666666667,1083.4707654013334,94.8,12.6,48.35333333333333,0.0,88.53333333333333,6.5473333333333334,94.33333333333333,0.1,8657.793962,2052660.2,2.96,2.993333333333333,0.8040666666666667,16.073333333333334
Luxembourg,80.7,67.86666666666666,0.0,11.921999999999999,8722.748097453334,92.26666666666667,1.2,46.92666666666666,0.0,98.0,7.547333333333333,98.93333333333334,0.1,56727.49210333334,279163.86666666664,0.9466666666666667,0.9133333333333334,0.8769333333333333,13.620000000000001
Madagascar,63.215384615384615,236.92307692307693,34.23076923076923,0.7761538461538462,47.21737990292308,62.92307692307692,8354.076923076924,15.815384615384614,49.76923076923077,63.38461538461539,4.591538461538462,65.23076923076923,0.5230769230769231,342.946791323077,13044397.923076924,7.8076923076923075,7.7153846153846155,0.4876923076923077,9.446153846153846
Malawi,50.26153846153846,403.0,36.07692307692308,0.8815384615384616,29.771922699923078,89.6923076923077,9269.0,16.953846153846154,56.76923076923077,90.61538461538461,6.729230769230769,89.6923076923077,16.26923076923077,241.33739238461538,6336523.615384615,7.046153846153846,6.923076923076923,0.40915384615384615,10.161538461538461
Malaysia,73.67333333333333,118.26666666666667,3.2666666666666666,0.4906666666666667,265.47736332799997,95.8,1462.1333333333334,30.806666666666665,4.133333333333334,96.2,3.748666666666667,96.26666666666667,0.1,4589.025279066667,12049555.866666667,8.686666666666667,8.48,0.7466,12.526666666666667
Maldives,75.33999999999999,84.66666666666667,0.0,1.4073333333333333,668.2664757893333,97.8,168.4,18.753333333333334,0.0,97.8,8.236666666666666,97.8,0.1,3513.131079133333,279.0,14.233333333333333,14.333333333333334,0.6344666666666666,11.953333333333335
Mali,55.4,238.83333333333334,55.25,0.4216666666666667,62.64011741508333,67.41666666666667,516.5833333333334,16.95,94.25,63.333333333333336,6.57,71.25,1.7083333333333333,593.1707930833334,5635677.916666667,7.6000000000000005,7.416666666666667,0.37575000000000003,6.716666666666666
Malta,80.88333333333334,63.0,0.0,7.5008333333333335,1423.816531325,79.33333333333333,1.8333333333333333,66.73333333333333,0.0,87.5,8.929166666666667,87.33333333333333,0.10000000000000002,10326.001069166667,227060.08333333334,0.75,0.7083333333333334,0.8148333333333334,14.416666666666666
Mauritania,63.17,160.4,8.0,0.012,43.1102856138,56.1,212.3,24.419999999999998,12.0,57.5,3.489,59.1,1.2,742.27432619,928198.2,8.85,8.620000000000001,0.48250000000000004,7.590000000000001
Mauritius,72.58666666666666,164.73333333333332,0.0,2.9066666666666667,450.3888259188667,96.13333333333334,57.93333333333333,25.493333333333332,0.0,96.4,4.524666666666667,96.26666666666667,0.10666666666666667,5036.077329199999,699137.4,7.506666666666666,7.453333333333333,0.7188666666666667,13.42
Mexico,75.65333333333334,110.33333333333333,40.266666666666666,5.114,496.34932884000006,95.26666666666667,11.733333333333333,50.61333333333334,47.266666666666666,95.6,6.074,95.53333333333333,0.1,4915.0776276,28584952.933333334,1.7466666666666666,1.68,0.7269333333333333,12.26
Mongolia,65.69333333333333,222.13333333333333,1.6,2.354,134.80358825533332,97.33333333333333,860.6,38.93333333333333,2.0,97.46666666666667,5.180666666666666,97.26666666666667,0.1,1854.0549642266667,1974843.6,2.286666666666667,2.393333333333333,0.6573333333333333,12.526666666666667
Montenegro,75.06666666666666,72.33333333333333,0.0,4.014444444444445,650.7324444555555,44.77777777777778,1.1111111111111112,47.0,0.0,83.77777777777777,6.843333333333334,84.0,0.1,6613.087640666667,296548.77777777775,1.9777777777777779,2.033333333333333,0.7833333333333334,14.555555555555555
Morocco,72.01333333333334,95.2,21.666666666666668,0.5186666666666667,109.85563552826667,86.46666666666667,2764.733333333333,47.96,25.2,96.8,5.442666666666667,97.06666666666666,0.1,1875.6651630000001,21732209.4,6.46,6.319999999999999,0.5815333333333333,10.166666666666666
Mozambique,53.40714285714286,230.14285714285714,74.28571428571429,1.2750000000000001,38.955279798214285,72.14285714285714,4879.0,15.657142857142857,107.07142857142857,73.35714285714286,5.9592857142857145,72.14285714285714,11.864285714285714,359.6521850357143,13251896.92857143,3.792857142857143,3.707142857142857,0.362,8.092857142857143
Myanmar,64.43333333333334,129.41666666666666,54.25,0.3441666666666667,16.44521132783333,63.5,877.1666666666666,17.325,73.91666666666667,66.08333333333333,2.004166666666667,69.58333333333333,0.5083333333333333,682.3724521666667,29934390.416666668,13.116666666666667,13.391666666666666,0.4984166666666667,8.450000000000001
Namibia,65.02000000000001,254.6,2.8,3.09,607.2753009062001,85.2,961.6,33.32,3.6,85.8,8.474,85.2,3.8600000000000003,4381.4956774,1033303.2,7.68,7.62,0.6184000000000001,11.540000000000001
Nepal,67.14166666666667,141.0,26.666666666666668,0.20750000000000002,48.297383905416666,63.25,3835.25,15.666666666666666,34.583333333333336,73.16666666666667,5.995833333333334,72.5,0.17500000000000002,404.58921860833334,12865064.75,16.95,17.466666666666665,0.5019166666666667,10.683333333333332
Netherlands,81.325,47.25,1.0,6.675000000000001,1294.1902535,36.75,708.25,47.25,1.0,96.75,6.4825,96.75,0.1,39640.341954999996,5069356.5,1.0,0.9,0.91925,17.875
Nicaragua,73.36,163.53333333333333,3.1333333333333333,3.5966666666666667,195.9071014920667,91.46666666666667,0.0,41.92666666666666,3.8,87.46666666666667,6.730666666666667,91.46666666666667,0.23333333333333334,1002.0331365999999,2128621.066666667,1.98,1.8866666666666667,0.6009333333333333,11.073333333333332
Niger,61.35,239.66666666666666,49.666666666666664,0.06833333333333333,18.055958690166666,59.833333333333336,763.6666666666666,17.900000000000002,92.33333333333333,57.333333333333336,6.305,59.833333333333336,0.75,319.3888935666667,14885058.666666666,4.383333333333334,4.216666666666667,0.3265,4.866666666666666
Nigeria,52.839999999999996,340.2,523.7,8.177000000000001,122.42368236269999,42.3,21896.4,20.15,825.4,45.6,3.8310000000000004,43.7,4.75,1675.52308158,54593052.2,8.8,8.709999999999999,0.4908,9.41
Pakistan,64.71666666666667,159.0,366.8333333333333,0.029166666666666664,31.243363968,66.91666666666667,4272.916666666667,18.075,457.5833333333333,62.583333333333336,2.9499999999999997,72.25,0.10000000000000002,678.42911945,65680834.25,13.016666666666666,13.450000000000001,0.5095,6.933333333333334
Panama,76.45,115.35714285714286,1.0714285714285714,6.257142857142857,650.6910598436428,79.07142857142857,0.2857142857142857,48.949999999999996,1.7142857142857142,84.57142857142857,7.719285714285715,79.21428571428571,0.12142857142857144,5250.254728142857,1948411.0,2.0714285714285716,2.0142857142857142,0.7479285714285714,12.807142857142859
Papua New Guinea,61.6,266.0,10.666666666666666,0.5806666666666668,80.39518042866666,56.333333333333336,2504.0,40.266666666666666,13.866666666666667,61.8,5.462666666666666,68.06666666666666,1.2066666666666668,758.0976163466668,4606354.066666666,1.4133333333333333,1.3666666666666667,0.4629333333333333,8.446666666666667
Paraguay,72.84166666666667,144.66666666666666,3.0833333333333335,5.3175,251.36641466416665,81.25,0.0,45.30833333333334,3.5,81.33333333333333,6.6000000000000005,89.91666666666667,0.1416666666666667,2266.998293166667,3752967.4166666665,2.15,2.0749999999999997,0.6605,12.233333333333334
Peru,73.89166666666667,116.33333333333333,10.833333333333334,4.278333333333333,502.72285624250003,89.91666666666667,0.08333333333333333,43.675000000000004,13.833333333333334,86.66666666666667,4.929166666666666,90.41666666666667,0.26666666666666666,3546.349758916667,15287897.25,1.1833333333333333,1.1833333333333333,0.7065,13.225
Philippines,67.51333333333334,218.4,61.8,4.510666666666666,95.52700888186668,65.86666666666666,7579.733333333334,18.773333333333333,79.66666666666667,78.13333333333334,3.905333333333333,84.0,0.1,1298.3892891333335,38968669.733333334,1.0,9.693333333333332,0.6485333333333333,11.533333333333333
Poland,75.52666666666667,106.93333333333334,2.2666666666666666,9.998666666666667,331.39441971733334,97.46666666666667,50.6,53.2,2.7333333333333334,97.06666666666666,6.379333333333333,98.8,0.1,6407.668667133333,14591038.8,2.2266666666666666,2.3866666666666663,0.8106000000000001,15.173333333333334
Portugal,79.92,57.733333333333334,0.2,12.211333333333334,1722.55684898,86.93333333333334,7.2,42.43333333333333,0.4,96.4,7.952666666666667,96.93333333333334,0.1,12243.688499999998,1091982.0,0.72,0.5399999999999999,0.8026,15.893333333333334
Romania,73.98666666666666,157.6,2.8666666666666667,8.968666666666667,454.9724098588,97.33333333333333,1456.4666666666667,55.28666666666666,3.3333333333333335,95.13333333333334,5.2780000000000005,95.4,0.1,3945.6168184,8499069.933333334,3.2133333333333334,3.56,0.7602666666666666,13.873333333333333
